Date,Tweets,Prices,Comp,Negative,Neutral,Positive
2018-08-29, CNN is being torn apart from within based on their being caught in a major lie and refusing to admit the mistake Sloppy carlbernstein a man who lives in the past and thinks like a degenerate fool making up story after story is being laughed at all over the country Fake News differences they will be resolved in time by President Trump and Chinas great President Xi Jinping Their relationship and bond remain very strong of money on joint USSouth Korea war games Besides the President can instantly start the joint exercises again with South Korea and Japan if he so chooses If he does they will be far bigger than ever before As for the USChina trade disputes and other considerable aid including money fuel fertilizer and various other commodities This is not helpful Nonetheless the President believes that his relationship with Kim Jong Un is a very good and warm one and there is no reason at this time to be spending large amounts STATEMENT FROM THE WHITE HOUSEPresident Donald J Trump feels strongly that North Korea is under tremendous pressure from China because of our major trade disputes with the Chinese Government At the same time we also know that China is providing North Korea with StopTheBias  How the hell is Bruce Ohr still employed at the Justice Department Disgraceful  Witch Hunt Consumer Confidence Index just out is the HIGHEST IN 18 YEARS Also GDP revised upward to 42 from 41 Our country is doing great White House Counsel Don McGahn will be leaving his position in the fall shortly after the confirmation hopefully of Judge Brett Kavanaugh to the United States Supreme Court I have worked with Don for a long time and truly appreciate his service Martha McSally is an extraordinary woman She was a very talented fighter jet pilot and is now a highly respected member of Congress She is Strong on Crime the Border and our  under siege 2nd Amendment Loves our Military and our Vets Has my total and complete Endorsement When you see anonymous source stop reading the story it is fiction Anonymous Sources are really starting to BURN the media FoxNews The fact is that many anonymous sources dont even exist They are fiction made up by the Fake News reporters Look at the lie that Fake CNN is now in They got caught red handed Enemy of the People Big Election Wins last night The Republican Party will MAKE AMERICA GREAT AGAIN Actually it is happening faster than anybody thought possible It is morphing into KEEP AMERICA GREAT Hillary Clinton and the DNC paid for information from the Russian government to use against her government  theres no doubt about that TuckerCarlson The Obama people did something thats never been doneThey spied on a rival presidential campaign Would it be OK if Trump did it next I am losing faith that our system is on the level Im beginning to think it is rotten amp corrupt Scary stuff Obama did TuckerCarlson  DOJ Not only did Congressman Ron DeSantis easily win the Republican Primary but his opponent in November is his biggest dreama failed Socialist Mayor named Andrew Gillum who has allowed crime amp many other problems to flourish in his city This is not what Florida wants or needs Martha McSally running in the Arizona Primary for US Senate was endorsed by rejected Senator Jeff Flakeand turned it down  a first Now Martha a great US Military fighter jet pilot and highly respected member of Congress WINS BIG Congratulations and on to November Hillary Clintons Emails many of which are Classified Information got hacked by China Next move better be by the FBI amp DOJ or after all of their other missteps Comey McCabe Strzok Page Ohr FISA Dirty Dossier etc their credibility will be forever gone New Poll  A majority of Americans think that John Brennan and James Comey should have their Security Clearances Revoked Not surprised FoxNews Our new Trade Deal with Mexico focuses on FARMERS GROWTH for our country tearing down TRADE BARRIERS JOBS and having companies continue to POUR BACK INTO OUR COUNTRY It will be a big hit Add the 2026 World Cup to our long list of accomplishments Report just out China hacked Hillary Clintons private Email Server Are they sure it wasnt Russia just kidding What are the odds that the FBI and DOJ are right on top of this Actually a very big story Much classified information Congratulations to Governor Rick Scott of Florida on his conclusive Republican Primary Win He will be a great Senator ,26124,0.9925,0.086,0.776,0.138
2018-08-28,  Consumer confidence pops in August to highest level since October 2000  results on Trump News are from National LeftWing Media very dangerous Google amp others are suppressing voices of Conservatives and hiding information and news that is good They are controlling what we can amp cannot see This is a very serious situationwill be addressed Google search results for Trump News shows only the viewingreporting of Fake News Media In other words they have it RIGGED for me amp others so that almost all stories amp news is BAD Fake CNN is prominent RepublicanConservative amp Fair Media is shut out Illegal 96 of I smile at Senators and others talking about how good free trade is for the US What they dont say is that we lose Jobs and over 800 Billion Dollars a year on really dumb Trade Dealsand these same countries Tariff us to death These lawmakers are just fine with this NASDAQ has just gone above 8000 for the first time in history President Trump has done more for minority groups in this country than any president in decades  LouDobbs results on Trump News are from National LeftWing Media very dangerous Google amp others are suppressing voices of Conservatives and hiding information and news that is good They are controlling what we can amp cannot see This is a very serious situationwill be addressed Google search results for Trump News shows only the viewingreporting of Fake New Media In other words they have it RIGGED for me amp others so that almost all stories amp news is BAD Fake CNN is prominent RepublicanConservative amp Fair Media  is shut out Illegal  96 of ,26064,-0.9852,0.18,0.733,0.088
2018-08-27, FLOTUS Melania and I were honored to welcome the President of the Republic of Kenya UKenyatta and Mrs Margaret Kenyatta to the WhiteHouse today  United StatesMexico Trade Agreement  Governor Doug Ducey of Arizona is doing a great job It would be really nice to show your support tomorrow by voting for him in Tuesdays Primary Doug is strong on Crime the Border and our Second Amendment Loves our Military amp our Vets He has my full and complete Endorsement Congressman Ron DeSantis is a special person who has done an incredible job He is running in Tuesdays Primary for Governor of FloridaStrong on Crime Borders and wants Low Taxes He will be a great Governor and has my full and total Endorsement Rick Scott of Florida is doing a fantastic job as Governor Jobs are pouring into the State and its economic health is better than ever before He is strong on Crime Borders and loves our Military and Vets Vote for Rick on Tuesday A big deal looking good with Mexico The Fake News Media worked hard to get Tiger Woods to say something that he didnt want to say Tiger wouldnt play the game  he is very smart More importantly he is playing great golf again Thank you to the great JimBrownNFL32 perhaps the greatest running back of all time for your wonderful words and support Since our meeting in New York AfricanAmerican UNEMPLOYMENT has reached the LOWEST LEVEL IN HISTORY You get it ,26049,0.9959,0.086,0.637,0.277
2018-08-26, Mainstream Media tries to rewrite history to credit Obama for Trump accomplishments Since President Trump took office the economy is booming The stronger the economy gets the more desperate his critics are O had weakest recovery since Great Depression WashTimes Fantastic numbers on consumer spending released on Friday Stock Market hits all time high And it will get as I have always said much better from even here  ,23381,0.578,0.142,0.672,0.186
2018-08-25, Stock Market hit all time high on Friday Congratulations USA Our relationship with Mexico is getting closer by the hour Some really good people within both the new and old government and all working closely togetherA big Trade Agreement with Mexico could be happening soon The FBI looked at less than 1 of Crookeds Emails The FBI only looked at 3000 of 675000 Crooked Hillary Clinton Emails They purposely didnt look at the disasters This news is just out FoxNews Big story out that the FBI ignored tens of thousands of Crooked Hillary Emails many of which are REALLY BAD Also gave false election info I feel sure that we will soon be getting to the bottom of all of this corruption At some point I may have to get involved LindseyGrahamSC  Every President deserves an Attorney General they have confidence in I believe every President has a right to their Cabinet these are not lifetime appointments You serve at the pleasure of the President Jeff Sessions said he wouldnt allow politics to influence him only because he doesnt understand what is happening underneath his command position Highly conflicted Bob Mueller and his gang of 17 Angry Dems are having a field day as real corruption goes untouched No Collusion Michaels Cohens attorney clarified the record saying his client does not know if President Trump knew about the Trump Tower meeting out of which came nothing The answer is that I did NOT know about the meeting Just another phony story by the Fake News Media Happy birthday Vince you are truly one of the greats  Great StateDinner2018 in Ohio tonight Together we are MAKING AMERICA GREAT AGAIN  Great to see the Senate working on solutions to end the secrecy around ridiculously high drug prices something I called for in my drug pricing Blueprint Will now work with the House to help American patients AmericanPatientsFirst Congratulations to new Australian Prime Minister Scott Morrison There are no greater friends than the United States and Australia ,23381,0.9847,0.068,0.785,0.146
2018-08-24, Thank you I love you Ohio  Secretary Pompeo looks forward to going to North Korea in the near future most likely after our Trading relationship with China is resolved In the meantime I would like to send my warmest regards and respect to Chairman Kim I look forward to seeing him soon Additionally because of our much tougher Trading stance with China I do not believe they are helping with the process of denuclearization as they once were despite the UN Sanctions which are in place I have asked Secretary of State Mike Pompeo not to go to North Korea at this time because I feel we are not making sufficient progress with respect to the denuclearization of the Korean Peninsula  Social Media Giants are silencing millions of people Cant do this even if it means we must continue to hear Fake News like CNN whose ratings have suffered gravely People have to figure out what is real and what is not without censorship ExNSA contractor to spend 63 months in jail over classified information Gee this is small potatoes compared to what Hillary Clinton did So unfair Jeff Double Standard FISA abuse Christopher Steele amp his phony and corrupt Dossier the Clinton Foundation illegal surveillance of Trump Campaign Russian collusion by Dems  and so much more Open up the papers amp documents without redaction Come on Jeff you can do it the country is waiting Department of Justice will not be improperly influenced by political considerations Jeff this is GREAT what everyone wants so look into all of the corruption on the other side including deleted Emails Comey lies amp leaks Mueller conflicts McCabe Strzok Page Ohr Our Economy is setting records on virtually every front  Probably the best our country has ever done Tremendous value created since the Election The World is respecting us again Companies are moving back to the USA Target CEO raves about the Economy This is the best consumer environment Ive seen in my career A big statement from a top executive But virtually everybody is saying this amp when our Trade Deals are made amp cost cutting done you havent seen anything yet  DRUDGEREPORT ,25790,0.9662,0.075,0.796,0.128
2018-08-23, Cindy has voted for our Agenda in the Senate 100 of the time and has my complete and total Endorsement We need Cindy to win in Mississippi cindyhydesmith has helped me put America First Shes strong on the Wall is helping me create Jobs loves our Vets and fights for our conservative judges I have authorized an emergency disaster declaration to provide Hawaii the necessary support ahead of HurricaneLane Our teams are closely coordinating with the state and local authorities You are in our thoughts  It was my great honor to host the Foreign Investment Risk Review Modernization Act Roundtable today at the WhiteHouse     NO COLLUSION  RIGGED WITCH HUNT I have asked Secretary of State SecPompeo to closely study the South Africa land and farm seizures and expropriations and the large scale killing of farmers South African Government is now seizing land from white farmers TuckerCarlson FoxNews I have asked Secretary of State MikePompeo4USA to closely study the South Africa land and farm seizures and expropriations and the large scale killing of farmers South African Government is now seizing land from white farmers TuckerCarlson  FoxNews The only thing that I have done wrong is to win an election that was expected to be won by Crooked Hillary Clinton and the Democrats The problem is they forgot to campaign in numerous states ,25656,-0.1528,0.134,0.735,0.132
2018-08-22,   Longest bull run in the history of the stock market congratulations America   Everyone in the path of HurricaneLane please prepare yourselves heed the advice of State and local officials and follow NWSHonolulu for updates Be safe  Thank you to Democrat Assemblyman Dov Hikind of New York for your very gracious remarks on foxandfriends for our deporting a longtime resident Nazi back to Germany Others worked on this for decades Michael Cohen plead guilty to two counts of campaign finance violations that are not a crime President Obama had a big campaign finance violation and it was easily settled A large number of counts ten could not even be decided in the Paul Manafort case Witch Hunt I feel very badly for Paul Manafort and his wonderful family Justice took a 12 year old tax case among other things applied tremendous pressure on him and unlike Michael Cohen he refused to break  make up stories in order to get a deal Such respect for a brave man If anyone is looking for a good lawyer I would strongly suggest that you dont retain the services of Michael Cohen Thank you West Virginia I love you  ,25733,0.9791,0.087,0.705,0.209
2018-08-21, Just landed in West Virginia Big crowd looking forward to seeing everyone soon MAGA Join me tonight at the Charleston Civic Center in West Virginia at 700pmE Tickets  To the incredible people of the Great State of Wyoming Go VOTE TODAY for Foster Friess  He will be a fantastic Governor Strong on Crime Borders amp 2nd Amendment Loves our Military amp our Vets He has my complete and total Endorsement Bill DeBlasio the high taxing Mayor of NYC just stole my campaign slogan PROMISES MADE  PROMISES KEPT Thats not at all nice No imagination foxandfriends Big Rally tonight in West Virginia Patrick Morrisey is running a GREAT race for US Senate I have done so much for West Virginia against all odds and having Patrick a real fighter by my side would make things so much easier See you later CLEAN COAL I am sorry to have to reiterate that there are serious and unpleasant consequences to crossing the Border into the United States ILLEGALLY If there were no serious consequences our country would be overrun with people trying to get in and our system could not handle it Fake News of which there is soooo much this time the very tired New Yorker falsely reported that I was going to take the extraordinary step of denying Intelligence Briefings to President Obama Never discussed or thought of Even James Clapper has admonished John Brennan for having gone totally off the rails Maybe Clapper is being nice to me so he doesnt lose his Security Clearance for lying to Congress A Blue Wave means Crime and Open Borders A Red Wave means Safety and Strength I am hearing so many great things about the Republican Partys California Gubernatorial Candidate John Cox He is a very successful businessman who is tired of high Taxes amp Crime He will Make California Great Again amp  make you proud of your Great State again Total Endorsement Will be going to the Great State of West Virginia on Tuesday Night to campaign amp do a Rally Speech for a hard working and spectacular person AG Patrick Morrisey who is running for the US Senate Patrick has great Energy amp StaminaI need his VOTE to MAGA Total Endorsement Just watched former Intelligence Official Phillip Mudd become totally unglued and weird while debating wonderful PARISDENNARD over Brennans Security Clearance Dennard destroyed him but Mudd is in no mental condition to have such a Clearance Should be REVOKED seanhannity ,25822,0.9764,0.086,0.772,0.143
2018-08-20,  It is outrageous that Poisonous Synthetic Heroin Fentanyl comes pouring into the US Postal System from China We can and must END THIS NOW The Senate should pass the STOP ACT  and firmly STOP this poison from killing our children and destroying our country No more delay Bruce Ohr is at the center of FALSE ALLEGATIONS which led to a multimillion dollar investigation into what apparently didnt happen Darrell Issa House Oversight We can take out the word apparently  FoxNews Will Bruce Ohr whose family received big money for helping to create the phony dirty and discredited Dossier ever be fired from the Jeff Sessions  Justice Department A total joke Everybody wants to keep their Security Clearance its worth great prestige and big dollars even board seats and that is why certain people are coming forward to protect Brennan It certainly isnt because of the good job he did He is a political hack I hope John Brennan the worst CIA Director in our countrys history brings a lawsuit It will then be very easy to get all of his records texts emails and documents to show not only the poor job he did but how he was involved with the Mueller Rigged Witch Hunt He wont sue Wheres the Collusion They made up a phony crime called Collusion and when there was no Collusion they say there was Obstruction of a phony crime that never existed If you FIGHT BACK or say anything bad about the Rigged Witch Hunt they scream Obstruction looking for trouble They are enjoying ruining peoples lives and REFUSE to look at the real corruption on the Democrat side  the lies the firings the deleted Emails and soooo much more Muellers Angry Dems are looking to impact the election They are a National Disgrace ,25758,-0.9961,0.246,0.672,0.082
2018-08-19, Study the late Joseph McCarthy because we are now in period with Mueller and his gang that make Joseph McCarthy look like a baby Rigged Witch Hunt Some members of the media are very Angry at the Fake Story in the New York Times They actually called to complain and apologize  a big step forward From the day I announced the Times has been Fake News and with their disgusting new Board Member it will only get worse The Failing New York Times wrote a story that made it seem like the White House Councel had TURNED on the President when in fact it is just the opposite  amp the two Fake reporters knew this This is why the Fake News Media has become the Enemy of the People So bad for America No Collusion and No Obstruction except by Crooked Hillary and the Democrats All of the resignations and corruption yet heavily conflicted Bob Mueller refuses to even look in that direction What about the Brennan Comey McCabe Strzok lies to Congress or Crookeds Emails and have demanded transparency so that this Rigged and Disgusting Witch Hunt can come to a close So many lives have been ruined over nothing  McCarthyism at its WORST Yet Mueller amp his gang of Dems refuse to look at the real crimes on the other side  Media is even worse ,23381,-0.9963,0.268,0.708,0.023
2018-08-18, I allowed White House Counsel Don McGahn and all other requested members of the White House Staff to fully cooperate with the Special Counsel In addition we readily gave over one million pages of documents Most transparent in history No Collusion No Obstruction Witch Hunt I allowed White House Counsel Don McGahn and all other requested members of the White House Staff to fully cooperate with the Special Councel In addition we readily gave over one million pages of documents Most transparent in history No Collusion No Obstruction Witch Hunt The United States has ended the ridiculous 230 Million Dollar yearly development payment to Syria Saudi Arabia and other rich countries in the Middle East will start making payments instead of the US I want to develop the US our military and countries that help us  The Economy is stronger and better than ever before Importantly there remains tremendous potential  it will only get better with time Great Job  Rachel CamposDuffy on foxandfriends Has anyone looked at the mistakes that John Brennan made while serving as CIA Director He will go down as easily the WORST in history amp since getting out he has become nothing less than a loudmouth partisan political hack who cannot be trusted with the secrets to our country  All of the fools that are so focused on looking only at Russia should start also looking in another direction China But in the end if we are smart tough and well prepared we will get along with everyone Too many voices are being destroyed some good amp some bad and that cannot be allowed to happen Who is making the choices because I can already tell you that too many mistakes are being made Let everybody participate good amp bad and we will all just have to figure it out Censorship is a very dangerous thing amp absolutely impossible to police If you are weeding out Fake News there is nothing so Fake as CNN amp MSNBC amp yet I do not ask that their sick behavior be removed I get used to it and watch with a grain of salt or dont watch at all Social Media is totally discriminating against RepublicanConservative voices Speaking loudly and clearly for the Trump Administration we wont let that happen They are closing down the opinions of many people on the RIGHT while at the same time doing nothing to others financial gain is a Federal Gratuity Statute Violation Bribery Statute Violation Honest Services Violationall Major Crimesbecause the DOJ is run by BLANK Jeff Sessions  Gregg Jarrett  So when does Mueller do what must be done Probably never FoxNews Bruce Ohr of DOJ is in legal jeopardy its astonishing that hes still employed Bruce amp Nelly Ohrs bank account is getting fatter amp fatter because of the Dossier that they are both peddling He doesnt disclose it under Fed Regs Using your Federal office for personal ,23381,-0.8028,0.118,0.775,0.107
2018-08-17, Fox News has learned that Bruce Ohr wrote Christopher Steele following the firing of James Comey saying that he was afraid the antiTrump Russia probe will be exposed  Charles Payne  FoxBusiness   How much more does Mueller have to see They have blinders on  RIGGED  I say Andrews was a bigger and more incompetent blunder He should easily win his race against a Super Liberal Actress but his political career is over Which is worse Hightax Andrew Cuomos statement WERE NOT GOING TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT or Hillary Clintons DEPLORABLES statement When a politician admits that Were not going to make America great again there doesnt seem to be much reason to ever vote for him This could be a career threatening statement by Andrew Cuomo with many wanting him to resignhe will get higher ratings than his brother Chris Wow Big pushback on Governor Andrew Cuomo of New York for his really dumb statement about Americas lack of greatness I have already MADE America Great Again just look at the markets jobs military setting records and we will do even better Andrew choked badly mistake Wow Big pushback on Governor Andrew Cuomo of New York for his really dumb statement about Americas lack of greatness I have already MADE America Great Again just look at the markets jobs military setting records and we will do even better Andrew chocked badly mistake The US has more than double the growth rate than it had 18 months ago Just announced youth unemployment is at a 50 year low  foxandfriends attend the big parade already scheduled at Andrews Air Force Base on a different date amp go to the Paris parade celebrating the end of the War on November 11th Maybe we will do something next year in DC when the cost comes WAY DOWN Now we can buy some more jet fighters The local politicians who run Washington DC poorly know a windfall when they see it When asked to give us a price for holding a great celebratory military parade they wanted a number so ridiculously high that I cancelled it Never let someone hold you up I will instead How does a politician Cuomo known for pushing people and businesses out of his state not to mention having the highest taxes in the US survive making the statement WERE NOT GOING TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT Which section of the sentence is worse In speaking with some of the worlds top business leaders I asked what it is that would make business jobs even better in the US Stop quarterly reporting amp go to a six month system said one That would allow greater flexibility amp save money I have asked the SEC to study released in 2017 If his statement is based on intelligence he has seen since leaving office it constitutes an intelligence breach  Richard Burr RNC Senate Intel Cmte Chair  LouDobbs Director Brennans recent statements purport to know as fact that the Trump campaign colluded with a foreign power If Director Brennans statement is based on intelligence he received while leading the CIA why didnt he include it in the Intelligence Community Assessment An incredibly corrupt FBI amp DOJ trying to steer the outcome of a Presidential Election Brennan has gone off the deep end hes disgraced and discredited himself His conduct has been outrageous Chris Farrell Judicial Watch How can Senator Richard Blumenthal who went around for twenty years as a Connecticut politician bragging that he was a great Marine war hero in Vietnam then got caught and sobbingly admitted he was neither a Marine nor ever in Vietnam pass judgement on anyone Loser ,25669,0.9921,0.129,0.695,0.176
2018-08-16, Very concerned about Comeys firing afraid they will be exposed said Bruce Ohr DOJs Emails amp Notes show Bruce Ohrs connection to phony amp discredited Trump Dossier A creep thinking he would get caught in a dishonest act Rigged Witch Hunt While Steele shopped the document to multiple media outlets he also asked for help with a RUSSIAN Oligarch  Catherine Herridge of FoxNews  LouDobbs  In other words they were colluding with Russia The FBI received documents from Bruce Ohr of the Justice Department amp whose wife Nelly worked for Fusion GPS Disgraced and fired FBI Agent Peter Strzok This is too crazy to be believed The Rigged Witch Hunt has zero credibility Turkey has taken advantage of the United States for many years They are now holding our wonderful Christian Pastor who I must now ask to represent our Country as a great patriot hostage We will pay nothing for the release of an innocent man but we are cutting back on Turkey Thank you for the kind words Omarosa  Great Cabinet meeting today at the WhiteHouse  The Queen of Soul Aretha Franklin is dead She was a great woman with a wonderful gift from God her voice She will be missed There is nothing that I would want more for our Country than true FREEDOM OF THE PRESS The fact is that the Press is FREE to write and say anything it wants but much of what it says is FAKE NEWS pushing a political agenda or just plain trying to hurt people HONESTY WINS The Boston Globe which was sold to the the Failing New York Times for 13 BILLION DOLLARS plus 800 million dollars in losses amp investment or 21 BILLION DOLLARS was then sold by the Times for 1 DOLLAR Now the Globe is in COLLUSION with other papers on free press PROVE IT THE FAKE NEWS MEDIA IS THE OPPOSITION PARTY It is very bad for our Great CountryBUT WE ARE WINNING Our Economy is doing better than ever Money is pouring into our cherished DOLLAR like rarely before companies earnings are higher than ever inflation is low amp business optimism is higher than it has ever been For the first time in many decades we are protecting our workers Id strip the whole bunch of them Theyre all corrupt Theyve all abused their power Theyve all betrayed the American people with a political agenda They tried to steal and influence an election in the United States seanhannity Mark Levin When they had power they didnt stop the Russians the Chinese the North Koreans they funded the Iranians amp are responsible for the greatest scandal in American history by interfering with our election amp trying to undermine the Trump Campaign and Trump Presidency WERE NOT GOING TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT Can you believe this is the Governor of the Highest Taxed State in the US Andrew Cuomo having a total meltdown WERE NOT GONG TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT  Can you believe this is the Governor of the Highest Taxed State in the US Andrew Cuomo having a total meltdown Hillary Clinton clearly got a pass by the FBI We have the unfortunate situation where they then decided they were going to frame Donald Trump concerning the Rigged Witch Hunt JOE DIGENOVA former US Attorney ,25558,0.9974,0.133,0.656,0.211
2018-08-15, Chuck Schumer I agree  Our Country was built on Tariffs and Tariffs are now leading us to great new Trade Deals  as opposed to the horrible and unfair Trade Deals that I inherited as your President Other Countries should not be allowed to come in and steal the wealth of our great USA No longer Happy Birthday to the leader of the Democrat Party Maxine Waters The action the Strzok firing was a decisive step in the right direction in correcting the wrongs committed by what has been described as Comeys skinny inner circle  Chris Swecker former FBI Assistant Director The Rigged Russian Witch Hunt goes on and on as the originators and founders of this scam continue to be fired and demoted for their corrupt and illegal activity All credibility is gone from this terrible Hoax and much more will be lost as it proceeds No Collusion My friend and very early supporter Kris Kobach won the Republican Nomination for Governor of Kansas last night in a tough race against a very fine opponent Kris will win in November and be a great Governor He has my complete and total Endorsement It is about time that Connecticut had a real and talented Governor Bob Stefanowski is the person needed to do the job Tough on crime Bob is also a big cutter of Taxes He will win in November and make a Great Governor a major difference maker Bob has my total Endorsement PeteStauber won big last night in Minnesota A big star in Hockey he will be an even bigger star in politics It all begins with a win in November Pete has my complete and total Endorsement People who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who entered the US legally Chuck Schumer in 2009 before he went left and haywire  foxandfriends Congratulations to Bryan Steil on a wonderful win last night You will be replacing a great guy in Paul Ryan and your win in November will make the entire State of Wisconsin very proud You have my complete and total Endorsement Jeff Johnson of Minnesota had a big night in winning the Republican nomination for Governor against a very strong and well known opponent Thanks for all of the support you showed me You have my complete and total Endorsement You will win in November Scott Walker is very special and will have another great win in November He has done a fantastic job as Governor of Wisconsin and will always have my full support and Endorsement Congratulations to Bryan Steil on a wonderful win last night Your will be replacing a great guy in Paul Ryan and your win in November will make the entire State of Wisconsin very proud You have my complete and total Endorsement Congratulations to Leah Vukmir of Wisconsin on your great win last night You beat a very tough and good competitor and will make a fantastic Senator after winning in November against someone who has done very little You have my complete and total Endorsement People who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who enters the US legally  Chuck Schumer in 2009 before he went left and haywire  foxandfriends ,25162,0.9991,0.09,0.641,0.27
2018-08-14, Hope and Change in an Alabama Coal Mine  Lou Dobbs This cannot go forwardthis Special Counsel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia The Dems are the ones who should be investigated Thank you Lou so true Strzok started the illegal Rigged Witch Hunt  why isnt this socalled probe ended immediately Why arent these angry and conflicted Democrats instead looking at Crooked Hillary Fired FBI Agent Peter Strzok is a fraud as is the rigged investigation he started There was no Collusion or Obstruction with Russia and everybody including the Democrats know it The only Collusion and Obstruction was by Crooked Hillary the Democrats and the DNC They were all in on it clear Hillary Clinton and FRAME Donald Trump for things he didnt do Gregg Jarrett on foxandfriends  If we had a real Attorney General this Witch Hunt would never have been started Looking at the wrong people Bruce Ohr of the Justice Department can you believe he is still there is accused of helping disgraced Christopher Steele find dirt on Trump Ohrs wife Nelly was in on the act big time  worked for Fusion GPS on Fake Dossier foxandfriends Another terrorist attack in LondonThese animals are crazy and must be dealt with through toughness and strength When you give a crazed crying lowlife a break and give her a job at the White House I guess it just didnt work out Good work by General Kelly for quickly firing that dog Lou Dobbs This cannot go forwardthis Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia The Dems are the ones who should be investigated Thank you Lou so true should be shut down The Strzok firing shows that the fundamental underpinnings of the investigation were corrupt It should be shut down by the courts or by honest prosecutors Thank you Judicial Watch I couldnt have said it better myself guy was corrupt and had antiTrump animus Strzok and others at the FBI should be criminally investigated for the way the conducted this investigation Instead Mueller is pretending nothing went wrong He used Strzok he used the Clinton DNC Dossierthe whole thing Tom Fitton of Judicial Watch The Strzok firing is as much about the Mueller operation as anything else There would be no Mueller Special Councel to investigate so called collusion but for the machinations of Strzok amp his colleagues at the top levels of the FBI We know this such wonderful and powerful things about me  a true Champion of Civil Rights  until she got fired Omarosa had Zero credibility with the Media they didnt want interviews when she worked in the White House Now that she says bad about me they will talk to her Fake News MarkBurnettTV called to say that there are NO TAPES of the Apprentice where I used such a terrible and disgusting word as attributed by Wacky and Deranged Omarosa I dont have that word in my vocabulary and never have She made it up Look at her MANY recent quotes saying  Scott Walker of Wisconsin is a tremendous Governor who has done incredible things for that Great State He has my complete amp total Endorsement He brought the amazing Foxconn to Wisconsin with its 15000 Jobsand so much more Vote for Scott on Tuesday in the Republican Primary ,25299,-0.931,0.136,0.771,0.093
2018-08-13, It was my great honor to sign our new Defense Bill into law and to pay tribute to the greatest soldiers in the history of the world THE US ARMY The National Defense Authorization Act is the most significant investment in our Military and our warfighters in modern history  Pete Stauber is running for Congress in Minnesota He will make for a great Congressman Pete is strong on crime and borders loves our Military Vets and Second Amendment Vote for Pete tomorrow He has my full and total Endorsement Great to be in Fort Drum New York with our HEROES  Just landed at Fort Drum New York Looking forward to making a speech about our GREAT HEROES Brooks Koepka just won his third Golf Major and he did it not only with his powerful game but with his powerful mind He has been a man of steel on the Tour and will have many Victories including Majors ahead of him Congrats to Brooks and his great team on a job well done Wacky Omarosa already has a fully signed NonDisclosure Agreement Just fired Agent Strzok formerly of the FBI was in charge of the Crooked Hillary Clinton sham investigation It was a total fraud on the American public and should be properly redone Agent Peter Strzok was just fired from the FBI  finally The list of bad players in the FBI amp DOJ gets longer amp longer Based on the fact that Strzok was in charge of the Witch Hunt will it be dropped It is a total Hoax No Collusion No Obstruction  I just fight back The very unpopular Governor of Ohio and failed presidential candidate JohnKasich hurt Troy Baldersons recent win by tamping down enthusiasm for an otherwise great candidate Even Kasichs Lt Governor lost Gov race because of his unpopularity Credit to Troy on the BIG WIN While I know its not presidential to take on a lowlife like Omarosa and while I would rather not be doing so this is a modern day form of communication and I know the Fake News Media will be working overtime to make even Wacky Omarosa look legitimate as possible Sorry really bad things Nasty to people amp would constantly miss meetings amp work When Gen Kelly came on board he told me she was a loser amp nothing but problems I told him to try working it out if possible because she only said GREAT things about me  until she got fired ,25187,0.6407,0.155,0.67,0.175
2018-08-12, Seems like the Department of Justice and FBI had a program to keep Donald Trump from becoming President DarrellIssa  foxandfriends  If this had happened to the other side everybody involved would be in jail This is a Media coverup of the biggest story of our time Many harleydavidson owners plan to boycott the company if manufacturing moves overseas Great Most other companies are coming in our direction including Harley competitors A really bad move US will soon have a level playing field or better GovMikeHuckabee Your paycheck is bigger your pension is stronger foxandfriends  Unemployment numbers are better than they have been in 50 years amp perhaps ever Our country is booming like never before  and it will get even better Many companies moving back to the USA JudgeJeanine  Bob Mueller isnt your whole investigation premised on a Fake Dossier paid for by Hillary created by a man who hates Donald Trump amp used to con a FISA Court Judge Bob I really think its time for you to give up your phony investigation No Collusion ,23381,0.8558,0.087,0.772,0.14
