created_at,favorite_count,id_str,in_reply_to_user_id_str,is_retweet,retweet_count,source,text,day_of_week,vScore
2018-11-27 19:05:39,124746,1067494680416407552,,False,31187,Twitter for iPhone,"Very disappointed with General Motors and their CEO, Mary Barra, for closing plants in Ohio, Michigan and Maryland. Nothing being closed in Mexico &amp; China. The U.S. saved General Motors, and this is the THANKS we get! We are now looking at cutting all @GM subsidies, including....",Tuesday,0.8748
2018-11-27 13:32:57,69573,1067410952042283008,,False,17248,Twitter for iPhone,Polls are open in Mississippi. We need Cindy Hyde-Smith in Washington. GO OUT AND VOTE. Thanks!,Tuesday,0.8
2018-11-27 13:07:23,105226,1067404517841518592,,False,28872,Twitter for iPhone,"....terrible Gang of Angry Democrats. Look at their past, and look where they come from. The now $30,000,000 Witch Hunt continues and they’ve got nothing but ruined lives. Where is the Server? Let these terrible people go back to the Clinton Foundation and “Justice” Department!",Tuesday,-0.8172
2018-11-27 12:42:58,94209,1067398375337791488,,False,24939,Twitter for iPhone,"....The Fake News Media builds Bob Mueller up as a Saint, when in actuality he is the exact opposite. He is doing TREMENDOUS damage to our Criminal Justice System, where he is only looking at one side and not the other. Heroes will come of this, and it won’t be Mueller and his...",Tuesday,0.7574
2018-11-27 12:30:37,93537,1067395266511347712,,False,25750,Twitter for iPhone,"The Phony Witch Hunt continues, but Mueller and his gang of Angry Dems are only looking at one side, not the other. Wait until it comes out how horribly &amp; viciously they are treating people, ruining lives for them refusing to lie. Mueller is a conflicted prosecutor gone rogue....",Tuesday,-0.6545
2018-11-26 20:20:59,40162,1067151249668214784,25073877.0,False,9886,Twitter for iPhone,"....starts today, election is on December 4th. @VoteBradRaff is tough on Crime and Borders, Loves our Military and Vets. He will be great for jobs!",Monday,0.7763
2018-11-26 20:20:58,49799,1067151248040824832,,False,12276,Twitter for iPhone,Brad Raffensperger will be a fantastic Secretary of State for Georgia - will work closely with @BrianKempGA. It is really important that you get out and vote for Brad - early voting....,Monday,0.0
2018-11-26 19:47:29,82507,1067142820388052992,25073877.0,False,19972,Twitter for iPhone,"....and false way. Something has to be done, including the possibility of the United States starting our own Worldwide Network to show the World the way we really are, GREAT!",Monday,0.0
2018-11-26 19:47:29,82928,1067142819008122880,,False,21997,Twitter for iPhone,"While CNN doesn’t do great in the United States based on ratings, outside of the U.S. they have very little competition. Throughout the world, CNN has a powerful voice portraying the United States in an unfair....",Monday,0.9402
2018-11-26 19:45:16,104730,1067142262545674240,,False,25128,Twitter for iPhone,"On the ten-year anniversary of the Mumbai terror attack, the U.S. stands with the people of India in their quest for justice. The attack killed 166 innocents, including six Americans. We will never let terrorists win, or even come close to winning!",Monday,-0.5837
2018-11-26 14:44:33,93887,1067066584882126848,,False,22863,Twitter for iPhone,"....hundreds of people closely involved with my campaign who never met, saw or spoke to a Russian during this period? So many campaign workers, people inside from the beginning, ask me why they have not been called (they want to be). There was NO Collusion &amp; Mueller knows it!",Monday,-0.8807
2018-11-26 14:33:12,100397,1067063727994884096,,False,26651,Twitter for iPhone,"When Mueller does his final report, will he be covering all of his conflicts of interest in a preamble, will he be recommending action on all of the crimes of many kinds from those “on the other side”(whatever happened to Podesta?), and will he be putting in statements from.....",Monday,0.6114
2018-11-26 11:19:41,174087,1067015026995879936,,False,45629,Twitter for iPhone,"Mexico should move the flag waving Migrants, many of whom are stone cold criminals, back to their countries. Do it by plane, do it by bus, do it anyway you want, but they are NOT coming into the U.S.A. We will close the Border permanently if need be. Congress, fund the WALL!",Monday,0.5081
2018-11-26 02:07:27,114356,1066876053170339840,,False,28221,Twitter for iPhone,"....children from parents, as did Bush etc., because that is the policy and law. I tried to keep them together but the problem is, when you do that, vast numbers of additional people storm the Border. So with Obama seperation is fine, but with Trump it’s not. Fake 60 Minutes!",Monday,0.2925
2018-11-26 01:59:13,103732,1066873981293260800,,False,29830,Twitter for iPhone,".@60Minutes did a phony story about child separation when they know we had the exact same policy as the Obama Administration. In fact a picture of children in jails was used by other Fake Media to show how bad (cruel) we are, but it was in 2014 during O years. Obama separated....",Monday,-0.5423
2018-11-25 20:39:26,121797,1066793504804913152,,False,36864,Twitter for iPhone,Clinton Foundation donations drop 42% - which shows that they illegally played the power game. They monetized their political influence through the Foundation. “During her tenure the State Department was put in the service of the Clinton Foundation.”  Andrew McCarthy,Sunday,-0.5707
2018-11-25 20:27:34,88108,1066790517944606720,,False,21522,Twitter for iPhone,"Europe has to pay their fair share for Military Protection. The European Union, for many years, has taken advantage of us on Trade, and then they don’t live up to their Military commitment through NATO. Things must change fast!",Sunday,-0.8738
2018-11-25 20:20:36,84645,1066788767133040640,,False,21474,Twitter for iPhone,"General Anthony Tata: “President Trump is a man of his word &amp; he said he was going to be tough on the Border, and he is tough on the Border. He has rightfully strengthened the Border in the face of an unprecedented threat. It’s the right move by President Trump.” Thanks General!",Sunday,-0.296
2018-11-25 20:13:00,57850,1066786854643662848,,False,14803,Twitter for iPhone,"Mississippi, Vote for @cindyhydesmith on Tuesday. Respected by all. We need her in Washington!. Thanks!",Sunday,-0.3973
2018-11-25 13:46:54,111647,1066689688600281088,,False,23248,Twitter for iPhone,"So great that oil prices are falling (thank you President T). Add that, which is like a big Tax Cut, to our other good Economic news. Inflation down (are you listening Fed)!",Sunday,0.8807
2018-11-25 13:28:30,128893,1066685057648214016,,False,30904,Twitter for iPhone,"Would be very SMART if Mexico would stop the Caravans long before they get to our Southern Border, or if originating countries would not let them form (it is a way they get certain people out of their country and dump in U.S. No longer). Dems created this problem. No crossings!",Sunday,0.8588
2018-11-25 13:16:56,76443,1066682146683846656,,False,17939,Twitter for iPhone,The large and violent French protests don’t take into account how badly the United States has been treated on Trade by the European Union or on fair and reasonable payments for our GREAT military protection. Both of these topics must be remedied soon.,Sunday,0.4199
2018-11-25 12:30:51,75882,1066670550708301824,,False,18759,Twitter for iPhone,"I will be in Gulfport and Tupelo, Mississippi, on Monday night doing two Rallies for Senator Hyde-Smith, who has a very important Election on Tuesday. She is an outstanding person who is strong on the Border, Crime, Military, our great Vets, Healthcare &amp; the 2nd A. Needed in D.C.",Sunday,0.6588
2018-11-25 12:12:34,61137,1066665948193669120,,False,14504,Twitter for iPhone,Victor Davis Hanson was a very good and interesting guest of Mark Levin on @FoxNews. He wrote a highly touted book called “The Second World Wars” and a new book will soon be coming out called “The Case For Trump.” Recommend both. @marklevinshow,Sunday,0.4724
2018-11-24 23:56:27,145270,1066480700046655488,,False,34401,Twitter for iPhone,"....All will stay in Mexico. If for any reason it becomes necessary, we will CLOSE our Southern Border. There is no way that the United States will, after decades of abuse, put up with this costly and dangerous situation anymore!",Saturday,0.0
2018-11-24 23:49:25,166298,1066478927143677952,,False,38100,Twitter for iPhone,Migrants at the Southern Border will not be allowed into the United States until their claims are individually approved in court. We only will allow those who come into our Country legally. Other than that our very strong policy is Catch and Detain. No “Releasing” into the U.S...,Saturday,0.5269
2018-11-23 23:48:19,90763,1066116263649382400,,False,20326,Twitter for iPhone,"I am extremely happy and proud of the job being done by @USTreasury Secretary @StevenMnuchin1. The FAKE NEWS likes to write stories to the contrary, quoting phony sources or jealous people, but they aren’t true. They never like to ask me for a quote b/c it would kill their story.",Friday,-0.2796
2018-11-23 17:14:19,74443,1066017112425185280,,False,17301,Twitter for iPhone,"Really good Criminal Justice Reform has a true shot at major bipartisan support. @senatemajldr Mitch McConnell and @SenSchumer have a real chance to do something so badly needed in our country. Already passed, with big vote, in House. Would be a major victory for ALL!",Friday,-0.68
2018-11-23 12:57:18,37997,1065952431455068160,,False,9106,Twitter for iPhone,"Really good Criminal Justice Reform has a true shot at major bipartisan support. @senatemajldr Mitch McConnell and @senchuckschumer have a real chance to do something so badly needed in our country. Already past, with big vote, in House. Would be a major victory for ALL!",Friday,0.8316
2018-11-23 12:41:50,163397,1065948536498544640,,False,38114,Twitter for iPhone,"Republicans and Democrats MUST come together, finally, with a major Border Security package, which will include funding for the Wall. After 40 years of talk, it is finally time for action. Fix the Border, for once and for all, NOW!",Friday,0.9583
2018-11-22 23:07:44,116801,1065743662464802816,,False,28093,Twitter for iPhone,"Our highly trained security professionals are not allowed to do their job on the Border because of the Judicial Activism and Interference by the 9th Circuit. Nevertheless, they are working hard to make America a safer place, though hard to do when anybody filing a lawsuit wins!",Thursday,-0.68
2018-11-22 21:26:12,90827,1065718109624066048,,False,15873,Twitter for iPhone,"This is the coldest weather in the history of the Thanksgiving Day Parade in NYC, and one of the coldest Thanksgivings on record!",Thursday,-0.7574
2018-11-22 15:12:12,85521,1065623990746710016,,False,22174,Twitter for iPhone,https://t.co/y4chCfEDke,Thursday,-0.4328
2018-11-22 13:42:29,84492,1065601413189984256,,False,16717,Twitter for iPhone,"Will be speaking with our great military in different parts of the world, through teleconference, at 9:00 A.M. Eastern. Then it will be off to see our Coast Guard patriots &amp; to thank them for the great job they have been doing, especially with the hurricanes. Happy Thanksgiving!",Thursday,0.5411
2018-11-22 12:30:27,97395,1065583286188158976,,False,23501,Twitter for iPhone,"....and Safety at the Border, or anywhere else. They know nothing about it and are making our Country unsafe. Our great Law Enforcement professionals MUST BE ALLOWED TO DO THEIR JOB! If not there will be only bedlam, chaos, injury and death. We want the Constitution as written!",Thursday,0.8795
2018-11-22 12:21:51,106655,1065581119242940416,,False,27034,Twitter for iPhone,"Justice Roberts can say what he wants, but the 9th Circuit is a complete &amp; total disaster. It is out of control, has a horrible reputation, is overturned more than any Circuit in the Country, 79%, &amp; is used to get an almost guaranteed result. Judges must not Legislate Security...",Thursday,0.8999
2018-11-22 12:01:51,202283,1065576088779272192,,False,33877,Twitter for iPhone,HAPPY THANKSGIVING TO ALL!,Thursday,-0.72
2018-11-22 11:58:24,57554,1065575219576926208,,False,12844,Twitter for iPhone,"“It’s a mean &amp; nasty world out there, the Middle East in particular. This is a long and historic commitment, &amp; one that is absolutely vital to America’s national security.” @SecPompeo  I agree 100%. In addition, many Billions of Dollars of purchases made in U.S., big Jobs &amp; Oil!",Thursday,-0.296
2018-11-22 00:36:06,169831,1065403512559992832,,False,38571,Twitter for iPhone,"You just can’t win with the Fake News Media. A big story today is that because I have pushed so hard and gotten Gasoline Prices so low, more people are driving and I have caused traffic jams throughout our Great Nation. Sorry everyone!",Thursday,0.9146
2018-11-22 00:23:09,114148,1065400254151954432,,False,28427,Twitter for iPhone,Brutal and Extended Cold Blast could shatter ALL RECORDS - Whatever happened to Global Warming?,Thursday,0.8762
2018-11-21 22:17:33,77622,1065368645021388800,,False,20603,Twitter for iPhone,"“79% of these decisions have been overturned in the 9th Circuit.” @FoxNews  A terrible, costly and dangerous disgrace. It has become a dumping ground for certain lawyers looking for easy wins and delays. Much talk over dividing up the 9th Circuit into 2 or 3 Circuits. Too big!",Wednesday,-0.0258
2018-11-21 21:42:30,100552,1065359825654169600,,False,25090,Twitter for iPhone,"There are a lot of CRIMINALS in the Caravan. We will stop them. Catch and Detain! Judicial Activism, by people who know nothing about security and the safety of our citizens, is putting our country in great danger. Not good!",Wednesday,0.9665
2018-11-21 21:31:24,78881,1065357030985252864,,False,18323,Twitter for iPhone,"“Thank you to President Trump on the Border. No American President has ever done this before.” Hector Garza, National Border Patrol Council",Wednesday,0.5255
2018-11-21 21:09:20,89238,1065351478347530240,,False,22417,Twitter for iPhone,".....are so many opposing view (on Border and Safety) cases filed there, and why are a vast number of those cases overturned. Please study the numbers, they are shocking. We need protection and security - these rulings are making our country unsafe! Very dangerous and unwise!",Wednesday,0.8679
2018-11-21 20:51:11,88727,1065346909362143232,,False,23967,Twitter for iPhone,"Sorry Chief Justice John Roberts, but you do indeed have “Obama judges,” and they have a much different point of view than the people who are charged with the safety of our country. It would be great if the 9th Circuit was indeed an “independent judiciary,” but if it is why......",Wednesday,0.3612
2018-11-21 15:13:33,55311,1065261943202738176,,False,12836,Twitter for iPhone,"Great new book out, “Mad Politics: Keeping Your Sanity in a World Gone Crazy” by @RealDrGina Loudon. Go out and get your copy today — a great read!",Wednesday,0.8979
2018-11-21 14:16:26,42332,1065247567443869696,,False,11275,Twitter for iPhone,"“‘Trump Imitation Syndrome’ is afflicting the president’s liberal enemies” 

Thank you @MGoodwin_NYPost! https://t.co/KpmsrKCaBZ",Wednesday,0.3612
2018-11-21 12:50:29,195294,1065225940836458496,,False,42711,Twitter for iPhone,MAKE AMERICA GREAT AGAIN!,Wednesday,0.9641
2018-11-21 12:49:51,115893,1065225779825598464,,False,30478,Twitter for iPhone,"Oil prices getting lower. Great! Like a big Tax Cut for America and the World. Enjoy! $54, was just $82. Thank you to Saudi Arabia, but let’s go lower!",Wednesday,0.6204
2018-11-21 04:40:03,183664,1065102519188275200,,False,43074,Twitter for iPhone,AMERICA FIRST!,Wednesday,0.9336
2018-11-21 03:43:41,123576,1065088330969305088,,False,22461,Twitter for iPhone,"So-called comedian Michelle Wolf bombed so badly last year at the White House Correspondents’ Dinner that this year, for the first time in decades, they will have an author instead of a comedian. Good first step in comeback of a dying evening and tradition! Maybe I will go?",Wednesday,0.934
2018-11-20 04:19:18,91128,1064734907941994496,,False,18288,Twitter for iPhone,I hope the discovery and eventual recovery of the Argentine submarine San Juan brings needed closure to the wonderful families of those brave missing sailors. I look forward to hearing more from my friend President @MauricioMacri in Argentina later this month.,Tuesday,0.5267
2018-11-19 19:10:09,174421,1064596708875747328,,False,51765,Twitter for iPhone,The Fake News is showing old footage of people climbing over our Ocean Area Fence. This is what it really looks like - no climbers anymore under our Administration! https://t.co/CD4ltRePML,Monday,-0.9219
2018-11-19 15:41:19,173471,1064544156960387072,,False,42439,Twitter for iPhone,"....We no longer pay Pakistan the $Billions because they would take our money and do nothing for us, Bin Laden being a prime example, Afghanistan being another. They were just one of many countries that take from the United States without giving anything in return. That’s ENDING!",Monday,0.4576
2018-11-19 15:26:39,148642,1064540462848098304,,False,37999,Twitter for iPhone,Of course we should have captured Osama Bin Laden long before we did. I pointed him out in my book just BEFORE the attack on the World Trade Center. President Clinton famously missed his shot. We paid Pakistan Billions of Dollars &amp; they never told us he was living there. Fools!..,Monday,0.296
2018-11-19 14:30:37,42436,1064526362994778112,,False,10099,Twitter for iPhone,.@cindyhydesmith loves Mississippi and our Great U.S.A. https://t.co/hQPC4CrhDi,Monday,0.9686
2018-11-18 19:59:41,85160,1064246787161145344,,False,18192,Twitter for iPhone,From day one Rick Scott never wavered. He was a great Governor and will be even a greater Senator in representing the People of Florida. Congratulations to Rick on having waged such a courageous and successful campaign!,Sunday,0.5423
2018-11-18 19:55:24,149684,1064245710747590656,,False,38765,Twitter for iPhone,"Catch and Release is an obsolete term. It is now Catch and Detain. Illegal Immigrants trying to come into the U.S.A., often proudly flying the flag of their nation as they ask for U.S. Asylum, will be detained or turned away. Dems must approve Border Security &amp; Wall NOW!",Sunday,0.9333
2018-11-18 18:42:59,113279,1064227483187318784,,False,31813,Twitter for iPhone,"The Mayor of Tijuana, Mexico, just stated that “the City is ill-prepared to handle this many migrants, the backlog could last 6 months.” Likewise, the U.S. is ill-prepared for this invasion, and will not stand for it. They are causing crime and big problems in Mexico. Go home!",Sunday,0.8225
2018-11-18 18:01:09,133250,1064216956679716864,,False,36809,Twitter for iPhone,"So funny to see little Adam Schitt (D-CA) talking about the fact that Acting Attorney General Matt Whitaker was not approved by the Senate, but not mentioning the fact that Bob Mueller (who is highly conflicted) was not approved by the Senate!",Sunday,-0.1779
2018-11-18 17:30:30,58122,1064209246114459648,,False,9591,Twitter for iPhone,I will be interviewed by Chris Wallace on @FoxNews at 2:00 P.M. and 7:00 P.M. Enjoy!,Sunday,-0.8012
2018-11-18 02:48:00,105635,1063987157650485248,,False,22883,Twitter for iPhone,Incredible to be with our GREAT HEROES today in California. We will always be with you! https://t.co/B1MCTF83Zf,Sunday,-0.5449
2018-11-17 16:47:07,59048,1063835936604090368,,False,11062,Twitter for iPhone,"Heading to California with @GOPLeader Kevin McCarthy, @RepLaMalfa, and @KenCalvert. Look forward to being with our brave Firefighters, First Responders and @FEMA, along with the many brave People of California. We are with you all the way – God Bless you all!",Saturday,0.6588
2018-11-17 16:42:20,84668,1063834733430206464,25073877.0,False,19875,Twitter for iPhone,"....I can’t imagine any President having a better or closer relationship with their Vice President then the two of us. Just more FAKE NEWS, the Enemy of the People!",Saturday,-0.7016
2018-11-17 16:42:19,78340,1063834729584054272,,False,18296,Twitter for iPhone,"The New York Times did a phony story, as usual, about my relationship with @VP Mike Pence. They made up sources and refused to ask me, the only one that would know, for a quote....",Saturday,-0.7524
2018-11-17 16:39:20,68690,1063833980720504832,,False,10869,Twitter for iPhone,Congratulations to Andrew Gillum on having run a really tough and competitive race for Governor of the Great State of Florida. He will be a strong Democrat warrior long into the future - a force to reckon with!,Saturday,-0.4003
2018-11-17 11:37:51,66336,1063758107229257728,,False,13937,Twitter for iPhone,"I can get Nancy Pelosi as many votes as she wants in order for her to be Speaker of the House. She deserves this victory, she has earned it - but there are those in her party who are trying to take it away. She will win! @TomReedCongress",Saturday,-0.5267
2018-11-17 03:14:02,49420,1063631319739953152,,False,10646,Twitter for iPhone,Thank you @JerryBrownGov. Look forward to joining you and @GavinNewsom tomorrow in California. We are with you! https://t.co/UuXWAadmov,Saturday,0.2874
2018-11-17 00:43:36,111566,1063593459695669248,25073877.0,False,26273,Twitter for iPhone,"....their country’s flag. Can this be possible? Yes, because it is all a BIG CON, and the American taxpayer is paying for it!",Saturday,-0.9112
2018-11-17 00:43:35,120807,1063593456579354624,,False,30494,Twitter for iPhone,Isn’t it ironic that large Caravans of people are marching to our border wanting U.S.A. asylum because they are fearful of being in their country - yet they are proudly waving....,Saturday,0.9163
2018-11-17 00:37:46,104526,1063591994738515968,,False,20251,Twitter for iPhone,Congratulations to Brian Kemp on becoming the new Governor of Georgia. Stacey Abrams fought brilliantly and hard - she will have a terrific political future! Brian was unrelenting and will become a great Governor for the truly Wonderful People of Georgia!,Saturday,-0.3802
2018-11-17 00:36:44,102392,1063591735169871872,,False,22249,Twitter for iPhone,"Congratulations to Ron DeSantis on becoming the new Governor of Florida. Against all odds, he fought &amp; fought &amp; fought, the result being a historic victory. He never gave up and never will. He will be a great Governor!",Saturday,-0.2244
2018-11-16 21:47:55,57004,1063549250250960896,,False,12112,Twitter for iPhone,PRESIDENTIAL MEDAL OF FREEDOM https://t.co/Mgeg4wijTk,Friday,0.9795
2018-11-16 19:41:57,103743,1063517548258447360,,False,26477,Twitter for iPhone,"People are not being told that the Republican Party is on track to pick up two seats in the U.S. Senate, and epic victory: 53 to 47. The Fake News Media only wants to speak of the House, where the Midterm results were better than other sitting Presidents.",Friday,0.3182
2018-11-16 19:35:59,51684,1063516048647995392,,False,12103,Twitter for iPhone,"Today in the East Room of the @WhiteHouse, it was my true privilege to award seven extraordinary Americans with the Presidential Medal of Freedom...https://t.co/TuEy635mav",Friday,0.0243
2018-11-16 19:35:28,6103,1063515915583655936,,False,1797,Twitter for iPhone,"People are not being told that the Republican Party is on track to pick up two seats in the U.S. Senate, and epic victory: 53 to 47. The Fake News Media only wants to speak of the House, were the Midterm results were better than other sitting Presidents.",Friday,-0.2263
2018-11-15 20:43:42,74203,1063170699500642304,,False,17764,Twitter for iPhone,"It is our sacred duty to support America’s Service Members every single day they wear the uniform – and every day after when they return home as Veterans. Together we will HONOR those who defend us, we will CHERISH those who protect us, and we will celebrate the amazing heroes... https://t.co/kovcIj4fwU",Thursday,0.8738
2018-11-15 20:39:51,77938,1063169733535678464,,False,19203,Twitter for iPhone,"Last year, I signed the landmark VA Accountability Act to ensure those who mistreat our Veterans can be held fully accountable. Since my inauguration, we have removed more than 3,600 government employees who were not giving our Vets the care they deserve.... https://t.co/KqWXXt7D4U",Thursday,0.9285
2018-11-15 20:34:20,58707,1063168341941063680,,False,13583,Twitter for iPhone,"It was my great honor to host a @WhiteHouse Conference on Supporting Veterans &amp; Military Families...

To everyone here today who has served our Country in uniform, &amp; to every Veteran &amp; Military family across our land, I want to express the eternal gratitude of our entire Nation! https://t.co/MK8jUaTGFK",Thursday,0.9575
2018-11-15 20:08:32,63340,1063161848952836096,,False,14804,Twitter Media Studio,".@FLOTUS Melania and I were honored to visit with our GREAT U.S. MARINES at the Marine Barracks here in Washington, D.C. We love you @USMC @MBWDC! https://t.co/ASWmDZrDRK https://t.co/xYrPw9zzVv",Thursday,-0.3802
2018-11-15 14:59:28,111120,1063084073231544320,,False,31772,Twitter for iPhone,"The only “Collusion” is that of the Democrats with Russia and many others. Why didn’t the FBI take the Server from the DNC? They still don’t have it. Check out how biased Facebook, Google and Twitter are in favor of the Democrats. That’s the real Collusion!",Thursday,-0.3595
2018-11-15 14:49:28,113603,1063081553075625984,,False,30608,Twitter for iPhone,"Universities will someday study what highly conflicted (and NOT Senate approved) Bob Mueller and his gang of Democrat thugs have done to destroy people. Why is he protecting Crooked Hillary, Comey, McCabe, Lisa Page &amp; her lover, Peter S, and all of his friends on the other side?",Thursday,-0.891
2018-11-15 12:32:03,114556,1063046973857718272,,False,28815,Twitter for iPhone,"....care how many lives the ruin. These are Angry People, including the highly conflicted Bob Mueller, who worked for Obama for 8 years. They won’t even look at all of the bad acts and crimes on the other side. A TOTAL WITCH HUNT LIKE NO OTHER IN AMERICAN HISTORY!",Thursday,-0.6723
2018-11-15 12:14:37,110132,1063042585802039296,,False,29032,Twitter for iPhone,"The inner workings of the Mueller investigation are a total mess. They have found no collusion and have gone absolutely nuts. They are screaming and shouting at people, horribly threatening them to come up with the answers they want. They are a disgrace to our Nation and don’t...",Thursday,0.0
2018-11-15 11:59:19,107851,1063038733673525248,,False,25420,Twitter for iPhone,"The White House is running very smoothly and the results for our Nation are obviously very good. We are the envy of the world. But anytime I even think about making changes, the FAKE NEWS MEDIA goes crazy, always seeking to make us look as bad as possible! Very dishonest!",Thursday,0.8602
2018-11-14 23:26:38,67035,1062849316161753088,,False,16830,Twitter for iPhone,"Our pledge to hire American includes those leaving prison and looking for a very fresh start — new job, and new life. The legislation I am supporting today contains many significant reforms. Read more here: https://t.co/BwQ3qd9Fyk https://t.co/6DUY9KNTpR",Wednesday,-0.0258
2018-11-14 22:10:27,71778,1062830145768165376,,False,17880,Twitter for iPhone,"I am grateful to be here today w/ Members of the House &amp; Senate who have poured their time, heart and energy into the crucial issue of Prison Reform. Working together w/ my Admin over the last two years, these members have reached a bipartisan agreement...https://t.co/wflidv2cZr",Wednesday,-0.9293
2018-11-14 19:58:17,100277,1062796884648120320,,False,16962,Twitter for iPhone,"Just spoke to Governor Jerry Brown to let him know that we are with him, and the people of California, all the way!",Wednesday,0.7698
2018-11-14 19:35:22,60166,1062791114716000256,,False,12652,Twitter for iPhone,"Was just briefed by @FEMA_Brock and @SecretaryZinke, who are in California. Thank you to the great Firefighters, First Responders and @FEMA for the incredible job they are doing w/ the California Wildfires. Our Nation appreciates your heroism, courage &amp; genius. God Bless you all!",Wednesday,0.2944
2018-11-14 19:28:24,100528,1062789364399390720,,False,22541,Twitter for iPhone,"Not seen in many years, America’s steelworkers get a hard-earned raise because of my Administration’s policies to help bring back the U.S. steel industry, which is critical to our National Security. I will always protect America and its workers!",Wednesday,0.6118
2018-11-13 21:35:42,82549,1062459010660622336,,False,22613,Twitter for iPhone,"“Boom: Record high business optimism, need for employees at 45-year high” https://t.co/jBFjEwAcfd",Tuesday,0.4389
2018-11-13 21:20:48,77288,1062455263247155200,,False,17827,Twitter for iPhone,"It was my great honor to host a celebration of Diwali, the Hindu Festival of Lights, in the Roosevelt Room at the @WhiteHouse this afternoon. Very, very special people! https://t.co/kQk7IvpSFo https://t.co/tYlBABg4JF",Tuesday,0.7574
2018-11-13 21:03:38,50592,1062450942707228672,,False,11281,Twitter for iPhone,"Today, we gathered for Diwali, a holiday observed by Buddhists, Sikhs, and Jains throughout the United States &amp; around the world. Hundreds of millions of people have gathered with family &amp; friends to light the Diya and to mark the beginning of a New Year. https://t.co/epHogpTY1A https://t.co/9LUwnhngWJ",Tuesday,0.4926
2018-11-13 20:33:18,9606,1062443307052265472,,False,2482,Twitter for iPhone,"Today, we gathered for Diwali, a holiday observed by Buddhists, Sikhs, and Jains throughout the United States &amp; around the world. Hundreds of millions of people have gathered with family &amp; friends to light the Diya and to mark the beginning of a New Year. https://t.co/a1QRfaPm37 https://t.co/LKRTr0nCQl",Tuesday,-0.5399
2018-11-13 19:38:45,68741,1062429580521168896,,False,15574,Twitter Media Studio,We mourn for the lives lost and we pray for the victims of the California Wildfires. I want to thank the Firefighters and First Responders for their incredible courage in the face of grave danger.... https://t.co/3YQYZR8OzS,Tuesday,0.0
2018-11-13 17:07:45,124735,1062391577807601664,,False,33684,Twitter for iPhone,"The story in the New York Times concerning North Korea developing missile bases is inaccurate. We fully know about the sites being discussed, nothing new - and nothing happening out of the normal. Just more Fake News. I will be the first to let you know if things go bad!",Tuesday,0.3147
2018-11-13 16:32:09,101627,1062382618870726656,,False,25943,Twitter for iPhone,"When will Bill Nelson concede in Florida? The characters running Broward and Palm Beach voting will not be able to “find” enough votes, too much spotlight on them now!",Tuesday,-0.7118
2018-11-13 15:49:20,120946,1062371844836261888,,False,30563,Twitter for iPhone,"By the way, when the helicopter couldn’t fly to the first cemetery in France because of almost zero visibility, I suggested driving. Secret Service said NO, too far from airport &amp; big Paris shutdown. Speech next day at American Cemetery in pouring rain! Little reported-Fake News!",Tuesday,-0.5916
2018-11-13 13:30:03,55746,1062336793998180352,,False,16532,Twitter for iPhone,"By the way, when the helicopter couldn’t fly to the first cemetery in France because of almost zero visibility, I suggested driving. Secret Service said NO, too far from airport &amp; big Paris shutdown. Speech next day at American Cemetary in pouring rain! Little reported-Fake News!",Tuesday,0.8439
2018-11-13 13:18:29,155839,1062333882610171904,,False,41695,Twitter for iPhone,......MAKE FRANCE GREAT AGAIN!,Tuesday,0.4215
2018-11-13 13:17:06,108932,1062333534214520832,,False,28655,Twitter for iPhone,"The problem is that Emmanuel suffers from a very low Approval Rating in France, 26%, and an unemployment rate of almost 10%. He was just trying to get onto another subject. By the way, there is no country more Nationalist than France, very proud people-and rightfully so!........",Tuesday,-0.7901
2018-11-13 13:07:08,119923,1062331024426913792,,False,28695,Twitter for iPhone,"On Trade, France makes excellent wine, but so does the U.S. The problem is that France makes it very hard for the U.S. to sell its wines into France, and charges big Tariffs, whereas the U.S. makes it easy for French wines, and charges very small Tariffs. Not fair, must change!",Tuesday,0.34
2018-11-13 11:50:41,124632,1062311785787744256,,False,36442,Twitter for iPhone,"Emmanuel Macron suggests building its own army to protect Europe against the U.S., China and Russia. But it was Germany in World Wars One &amp; Two - How did that work out for France? They were starting to learn German in Paris before the U.S. came along. Pay for NATO or not!",Tuesday,-0.9136
2018-11-13 01:19:55,136850,1062153051459469312,,False,27766,Twitter for iPhone,I just approved an expedited request for a Major Disaster Declaration for the State of California. Wanted to respond quickly in order to alleviate some of the incredible suffering going on. I am with you all the way. God Bless all of the victims and families affected.,Tuesday,0.7644
2018-11-12 18:21:04,75667,1062047641889095680,,False,17856,Twitter for iPhone,"Hopefully, Saudi Arabia and OPEC will not be cutting oil production. Oil prices should be much lower based on supply!",Monday,0.8442
2018-11-12 18:13:10,68240,1062045654711713792,,False,17735,Twitter for iPhone,"American Cable Association has big problems with Comcast. They say that Comcast routinely violates Antitrust Laws. “These guys are acting much worse, and have much more potential for damage to consumers, than anything AT&amp;T-Time Warner would do.” Charlie Gasparino",Monday,-0.8588
2018-11-12 16:31:27,123755,1062020057616793600,,False,22229,Twitter for iPhone,"The California Fire Fighters, FEMA and  First Responders are amazing and very brave. Thank you and God Bless you all!",Monday,0.8388
2018-11-12 15:34:09,82850,1062005636488142848,,False,20268,Twitter for iPhone,The prospect of Presidential Harassment by the Dems is causing the Stock Market big headaches!,Monday,-0.5707
